TECNOLOGIA,IDADE,DATA_DE_ADESAO,LIGACOES_SUPORTE_ULTIMO_ANO,MEDIA_FATURA_MEDIA,TAXA_DE_CHURN
TELEFONE_FIXO,38,8/23/15 11:27,0,41,0
TELEFONE_FIXO,71,9/6/12 11:27,0,107,0.002
TELEFONE_MOVEL,65,5/20/15 11:27,4,78,0.005
4G,27,5/23/11 11:27,0,18,0.048
FIBRA,43,1/17/14 12:27,0,91,0.005
TELEFONE_FIXO,71,9/14/14 11:27,5,43,0.011
TELEFONE_MOVEL,39,7/21/14 11:27,1,71,0.005
FIBRA,55,7/13/12 11:27,1,40,0.043
TELEFONE_MOVEL,69,12/20/12 12:27,1,25,0.03
FIBRA,80,8/1/14 11:27,0,61,0.006
TELEFONE_FIXO,46,7/7/10 11:27,5,72,0.029
TELEFONE_FIXO,67,3/4/11 12:27,1,52,0.012
TELEFONE_FIXO,21,5/31/12 11:27,1,106,0.004
TELEFONE_MOVEL,14,10/12/12 11:27,6,24,0.117
TELEFONE_MOVEL,33,5/16/13 11:27,1,55,0.012
TELEFONE_MOVEL,52,11/6/11 12:27,1,45,0.023
TELEFONE_MOVEL,32,3/10/14 12:27,1,14,0.032
TELEFONE_MOVEL,13,7/1/13 11:27,2,51,0.018
FIBRA,25,5/11/14 11:27,1,35,0.023
TELEFONE_MOVEL,20,1/29/13 12:27,5,43,0.051
FIBRA,7,1/6/13 12:27,0,107,0.007
TELEFONE_MOVEL,53,12/1/12 12:27,6,58,0.046
4G,78,9/2/14 11:27,0,48,0.005
TELEFONE_MOVEL,77,11/21/12 12:27,10,95,0.045
4G,63,11/20/14 12:27,0,107,0.002
TELEFONE_MOVEL,57,3/20/15 12:27,0,53,0.002
TELEFONE_FIXO,71,3/10/13 12:27,0,98,0.002
FIBRA,62,7/22/12 11:27,0,76,0.011
FIBRA,72,7/19/12 11:27,5,86,0.06
4G,6,7/11/11 11:27,4,54,0.078
4G,80,10/20/15 11:27,1,53,0.001
FIBRA,66,10/21/15 11:27,4,62,0.003
4G,76,6/20/12 11:27,0,12,0.055
TELEFONE_MOVEL,26,12/21/13 12:27,1,25,0.02
TELEFONE_MOVEL,74,11/14/10 12:27,1,23,0.056
TELEFONE_FIXO,48,12/18/14 12:27,3,51,0.005
4G,77,8/21/13 11:27,0,11,0.04
TELEFONE_MOVEL,38,1/1/12 12:27,1,82,0.012
TELEFONE_MOVEL,39,9/8/11 11:27,0,43,0.013
4G,30,5/22/14 11:27,10,75,0.043
TELEFONE_MOVEL,16,1/13/15 12:27,0,59,0.002
TELEFONE_MOVEL,58,11/8/15 12:27,6,78,0.001
TELEFONE_MOVEL,19,9/15/12 11:27,0,42,0.01
TELEFONE_FIXO,41,7/4/13 11:27,0,91,0.002
FIBRA,67,4/30/12 11:27,0,38,0.024
4G,4,7/16/10 11:27,10,83,0.136
4G,71,6/30/11 11:27,0,37,0.023
TELEFONE_FIXO,52,3/13/11 12:27,5,31,0.058
FIBRA,77,5/5/12 11:27,5,86,0.064
TELEFONE_MOVEL,69,8/26/10 11:27,0,51,0.013
TELEFONE_MOVEL,24,9/16/11 11:27,1,110,0.01
TELEFONE_MOVEL,11,9/11/12 11:27,4,70,0.029
TELEFONE_MOVEL,74,5/11/11 11:27,0,79,0.007
TELEFONE_FIXO,48,11/15/13 12:27,2,97,0.004
TELEFONE_MOVEL,59,3/1/15 12:27,0,20,0.005
4G,70,8/13/15 11:27,0,17,0.004
4G,12,9/5/12 11:27,2,103,0.018
4G,3,12/3/10 12:27,7,28,0.272
TELEFONE_MOVEL,52,10/14/10 11:27,0,45,0.014
4G,17,9/4/11 11:27,0,106,0.008
TELEFONE_MOVEL,14,9/16/11 11:27,0,92,0.006
FIBRA,66,7/20/12 11:27,6,29,0.207
TELEFONE_MOVEL,7,9/24/12 11:27,1,48,0.017
TELEFONE_FIXO,49,8/9/12 11:27,4,61,0.017
TELEFONE_FIXO,57,6/30/12 11:27,0,66,0.003
4G,26,8/7/12 11:27,2,55,0.035
FIBRA,23,8/25/14 11:27,0,94,0.004
TELEFONE_FIXO,6,9/23/13 11:27,0,27,0.005
4G,71,9/23/15 11:27,0,93,0
4G,37,8/24/12 11:27,0,66,0.009
4G,39,6/4/13 11:27,1,14,0.068
TELEFONE_FIXO,2,2/18/14 12:27,0,58,0.002
TELEFONE_MOVEL,43,10/31/10 12:27,9,104,0.062
4G,32,1/12/15 12:27,4,38,0.023
TELEFONE_MOVEL,37,3/28/11 11:27,0,26,0.023
TELEFONE_FIXO,26,11/10/11 12:27,0,13,0.02
4G,67,6/11/13 11:27,1,106,0.009
TELEFONE_MOVEL,74,11/20/13 12:27,1,83,0.006
FIBRA,39,6/21/11 11:27,0,74,0.015
4G,20,12/9/13 12:27,0,61,0.006
4G,70,11/14/14 12:27,1,96,0.004
4G,44,5/3/12 11:27,1,36,0.038
TELEFONE_FIXO,43,7/19/10 11:27,0,46,0.007
TELEFONE_MOVEL,7,12/31/13 12:27,1,53,0.009
4G,14,6/21/15 11:27,2,89,0.003
TELEFONE_MOVEL,75,6/12/12 11:27,0,24,0.018
TELEFONE_MOVEL,0,4/6/13 11:27,0,61,0.006
TELEFONE_MOVEL,65,4/5/15 11:27,2,26,0.01
TELEFONE_MOVEL,9,5/19/14 11:27,0,96,0.002
TELEFONE_FIXO,42,7/28/14 11:27,0,67,0.001
TELEFONE_MOVEL,50,9/5/15 11:27,0,96,0
4G,45,4/9/11 11:27,1,88,0.02
4G,51,10/16/13 11:27,0,109,0.004
FIBRA,28,3/30/12 11:27,2,38,0.074
FIBRA,68,9/15/13 11:27,0,28,0.02
TELEFONE_FIXO,21,1/4/15 12:27,0,52,0.001
FIBRA,17,2/9/11 12:27,0,25,0.049
TELEFONE_FIXO,41,4/8/13 11:27,2,109,0.005
TELEFONE_MOVEL,18,1/16/13 12:27,1,54,0.014
4G,61,9/26/15 11:27,5,31,0.008
4G,14,3/30/13 12:27,2,52,0.03
TELEFONE_FIXO,6,9/23/10 11:27,1,99,0.007
4G,25,10/8/10 11:27,4,96,0.051
FIBRA,58,10/30/12 12:27,8,47,0.151
4G,36,5/21/12 11:27,2,108,0.019
FIBRA,19,11/3/12 12:27,3,56,0.056
4G,22,8/25/12 11:27,0,90,0.007
TELEFONE_MOVEL,41,8/14/13 11:27,0,60,0.005
TELEFONE_MOVEL,80,3/19/12 12:27,4,96,0.025
TELEFONE_FIXO,71,6/1/11 11:27,0,62,0.005
4G,59,7/8/14 11:27,1,13,0.042
4G,0,4/24/13 11:27,0,24,0.021
TELEFONE_MOVEL,24,1/13/12 12:27,1,14,0.071
4G,25,5/13/12 11:27,0,57,0.012
TELEFONE_MOVEL,4,8/9/14 11:27,1,106,0.003
TELEFONE_MOVEL,12,6/20/12 11:27,1,53,0.017
TELEFONE_MOVEL,51,5/25/12 11:27,1,76,0.012
TELEFONE_FIXO,41,7/10/15 11:27,1,107,0.001
TELEFONE_MOVEL,26,12/26/10 12:27,3,42,0.06
TELEFONE_FIXO,24,12/2/15 12:27,2,105,0
4G,17,12/25/12 12:27,0,17,0.033
TELEFONE_MOVEL,78,7/26/12 11:27,3,46,0.037
TELEFONE_MOVEL,79,2/13/12 12:27,0,73,0.007
4G,47,6/29/14 11:27,7,103,0.021
TELEFONE_MOVEL,44,7/22/15 11:27,0,21,0.002
TELEFONE_MOVEL,25,10/15/14 11:27,5,87,0.01
TELEFONE_MOVEL,52,2/6/15 12:27,0,20,0.005
4G,69,12/15/12 12:27,1,73,0.016
TELEFONE_MOVEL,4,5/7/13 11:27,4,107,0.015
TELEFONE_MOVEL,76,1/4/12 12:27,3,57,0.035
TELEFONE_FIXO,26,12/15/13 12:27,5,72,0.01
TELEFONE_MOVEL,51,3/12/15 12:27,3,15,0.026
TELEFONE_MOVEL,24,3/10/13 12:27,5,51,0.041
TELEFONE_MOVEL,22,10/13/11 11:27,0,86,0.006
4G,53,7/7/11 11:27,1,78,0.022
4G,73,9/4/14 11:27,1,21,0.023
4G,26,2/17/13 12:27,0,98,0.005
FIBRA,23,4/15/15 11:27,1,70,0.005
4G,16,2/25/13 12:27,0,60,0.009
TELEFONE_MOVEL,52,7/27/15 11:27,9,105,0.005
4G,31,12/11/11 12:27,2,45,0.051
TELEFONE_FIXO,27,11/10/15 12:27,4,43,0.001
TELEFONE_MOVEL,6,5/7/13 11:27,1,107,0.006
TELEFONE_MOVEL,77,3/9/15 12:27,0,74,0.001
4G,21,4/23/15 11:27,0,23,0.005
FIBRA,10,6/4/14 11:27,0,22,0.018
4G,37,8/27/13 11:27,2,39,0.033
TELEFONE_MOVEL,79,11/11/12 12:27,8,18,0.195
TELEFONE_FIXO,24,10/3/15 11:27,0,36,0
FIBRA,24,12/11/10 12:27,0,105,0.012
FIBRA,42,1/26/13 12:27,0,100,0.007
4G,5,12/30/13 12:27,4,89,0.021
4G,53,7/3/15 11:27,1,15,0.011
TELEFONE_FIXO,64,11/28/12 12:27,3,104,0.007
TELEFONE_FIXO,34,7/16/11 11:27,1,12,0.046
TELEFONE_MOVEL,73,8/11/15 11:27,0,62,0.001
4G,20,10/24/15 11:27,0,86,0
FIBRA,40,10/22/15 11:27,0,106,0
FIBRA,67,7/2/14 11:27,4,17,0.108
4G,62,2/17/15 12:27,2,50,0.009
4G,69,6/30/11 11:27,6,104,0.057
4G,71,6/4/12 11:27,3,107,0.025
4G,33,5/28/12 11:27,4,25,0.134
FIBRA,60,5/15/12 11:27,1,14,0.129
4G,64,8/21/10 11:27,1,47,0.043
4G,31,3/19/11 12:27,0,102,0.009
4G,16,11/18/15 12:27,0,47,0
TELEFONE_MOVEL,71,11/1/11 12:27,8,27,0.173
TELEFONE_MOVEL,35,2/1/13 12:27,1,93,0.008
4G,79,7/23/12 11:27,0,98,0.007
TELEFONE_MOVEL,48,9/17/11 11:27,0,51,0.01
FIBRA,45,11/4/13 12:27,0,41,0.013
4G,20,6/30/11 11:27,3,17,0.199
4G,44,9/10/10 11:27,6,91,0.077
TELEFONE_FIXO,24,5/13/15 11:27,1,69,0.001
TELEFONE_MOVEL,4,12/24/12 12:27,2,61,0.018
4G,20,2/12/15 12:27,4,79,0.01
TELEFONE_MOVEL,24,1/19/12 12:27,8,37,0.12
4G,51,4/30/11 11:27,1,56,0.031
FIBRA,52,11/10/12 12:27,0,53,0.015
TELEFONE_MOVEL,37,5/26/14 11:27,0,33,0.006
4G,61,9/20/13 11:27,2,105,0.012
TELEFONE_FIXO,43,8/18/15 11:27,0,30,0.001
TELEFONE_MOVEL,13,6/12/12 11:27,2,84,0.016
4G,13,6/12/15 11:27,5,38,0.015
4G,34,3/29/15 11:27,2,61,0.007
TELEFONE_MOVEL,12,12/10/12 12:27,0,50,0.008
FIBRA,48,1/17/12 12:27,0,70,0.014
FIBRA,51,9/9/11 11:27,1,74,0.029
4G,4,3/31/11 11:27,1,59,0.03
TELEFONE_MOVEL,70,1/19/14 12:27,0,94,0.003
TELEFONE_MOVEL,52,12/24/14 12:27,5,97,0.008
TELEFONE_FIXO,31,8/6/10 11:27,1,96,0.007
TELEFONE_FIXO,68,2/28/13 12:27,6,104,0.012
4G,72,12/8/14 12:27,10,28,0.076
FIBRA,48,9/18/15 11:27,1,79,0.002
TELEFONE_MOVEL,6,8/28/10 11:27,4,69,0.048
4G,9,2/15/15 12:27,6,83,0.013
TELEFONE_MOVEL,8,9/2/12 11:27,0,29,0.014
TELEFONE_MOVEL,44,9/11/11 11:27,0,63,0.009
FIBRA,31,4/17/15 11:27,3,43,0.015
TELEFONE_MOVEL,2,5/18/11 11:27,0,27,0.021
FIBRA,25,10/26/10 11:27,5,34,0.229
4G,38,7/23/12 11:27,1,102,0.013
TELEFONE_FIXO,2,7/20/14 11:27,1,109,0.002
TELEFONE_FIXO,28,10/19/15 11:27,9,78,0.001
FIBRA,31,3/20/15 12:27,4,45,0.021
4G,55,6/30/10 11:27,0,91,0.011
FIBRA,69,11/20/13 12:27,7,69,0.06
TELEFONE_MOVEL,8,1/1/11 12:27,7,72,0.069
4G,53,3/30/13 12:27,1,18,0.057
FIBRA,41,9/10/12 11:27,0,21,0.039
TELEFONE_MOVEL,7,11/3/12 12:27,0,35,0.011
TELEFONE_MOVEL,29,3/31/12 11:27,3,75,0.025
FIBRA,34,4/18/15 11:27,5,86,0.012
TELEFONE_MOVEL,30,10/12/11 11:27,1,104,0.01
4G,72,3/8/13 12:27,0,32,0.016
TELEFONE_MOVEL,49,5/1/12 11:27,0,71,0.006
TELEFONE_MOVEL,8,3/28/11 11:27,0,60,0.01
4G,74,1/16/15 12:27,9,102,0.017
FIBRA,62,5/26/15 11:27,1,44,0.006
4G,61,10/31/15 12:27,1,82,0.001
4G,59,7/3/11 11:27,3,45,0.075
TELEFONE_FIXO,49,7/31/15 11:27,0,32,0.001
4G,64,4/8/14 11:27,9,82,0.039
TELEFONE_FIXO,68,12/5/15 12:27,0,64,0
4G,25,5/7/13 11:27,1,89,0.011
TELEFONE_FIXO,61,3/18/15 12:27,0,39,0.001
TELEFONE_MOVEL,25,7/8/10 11:27,2,16,0.129
TELEFONE_MOVEL,55,7/17/10 11:27,5,50,0.082
TELEFONE_MOVEL,57,6/2/12 11:27,3,64,0.028
TELEFONE_MOVEL,40,7/1/13 11:27,6,75,0.029
TELEFONE_MOVEL,63,5/14/15 11:27,2,97,0.002
4G,37,2/25/11 12:27,0,18,0.05
TELEFONE_MOVEL,40,12/12/15 12:27,7,16,0
4G,40,8/15/14 11:27,0,105,0.002
TELEFONE_MOVEL,55,8/7/15 11:27,0,84,0.001
4G,14,11/25/14 12:27,0,94,0.002
TELEFONE_FIXO,38,4/7/15 11:27,9,17,0.026
TELEFONE_MOVEL,44,6/25/10 11:27,3,107,0.026
4G,60,11/28/13 12:27,0,17,0.023
TELEFONE_MOVEL,55,12/19/11 12:27,0,51,0.01
4G,76,10/6/13 11:27,4,49,0.042
FIBRA,44,6/23/12 11:27,1,65,0.027
4G,35,7/3/15 11:27,3,79,0.004
TELEFONE_MOVEL,36,10/3/11 11:27,0,48,0.011
FIBRA,63,7/26/11 11:27,0,13,0.085
4G,71,8/13/10 11:27,1,34,0.059
TELEFONE_MOVEL,69,1/25/13 12:27,1,72,0.01
TELEFONE_MOVEL,23,2/28/12 12:27,0,89,0.005
FIBRA,33,2/11/15 12:27,5,88,0.014
4G,37,3/4/15 12:27,0,107,0.001
TELEFONE_MOVEL,72,11/29/14 12:27,1,27,0.01
TELEFONE_MOVEL,62,6/11/14 11:27,0,46,0.004
TELEFONE_MOVEL,44,10/3/11 11:27,0,48,0.011
4G,54,10/21/14 11:27,0,28,0.008
4G,26,8/16/14 11:27,0,41,0.006
TELEFONE_FIXO,79,9/17/15 11:27,7,24,0.005
TELEFONE_FIXO,5,11/9/11 12:27,7,90,0.023
TELEFONE_FIXO,60,8/10/14 11:27,2,91,0.003
TELEFONE_MOVEL,64,6/3/13 11:27,1,82,0.008
TELEFONE_MOVEL,26,11/19/10 12:27,0,49,0.013
TELEFONE_MOVEL,39,5/29/13 11:27,0,95,0.003
4G,18,12/17/10 12:27,3,88,0.043
FIBRA,6,8/18/11 11:27,0,95,0.011
TELEFONE_FIXO,5,9/7/11 11:27,1,46,0.012
TELEFONE_MOVEL,59,8/30/11 11:27,0,53,0.01
FIBRA,21,3/9/11 12:27,3,16,0.301
TELEFONE_MOVEL,20,12/5/11 12:27,9,26,0.195
FIBRA,26,1/5/13 12:27,0,64,0.012
4G,10,10/28/11 11:27,3,32,0.098
FIBRA,56,10/31/12 12:27,1,102,0.015
TELEFONE_MOVEL,73,10/14/14 11:27,1,104,0.003
TELEFONE_MOVEL,22,10/9/13 11:27,1,69,0.008
TELEFONE_MOVEL,56,3/24/14 12:27,2,86,0.008
TELEFONE_MOVEL,65,8/18/13 11:27,2,60,0.015
4G,74,2/10/15 12:27,1,55,0.006
FIBRA,24,8/29/10 11:27,9,27,0.495
TELEFONE_MOVEL,21,3/26/13 12:27,3,12,0.114
TELEFONE_MOVEL,13,11/13/15 12:27,0,25,0
TELEFONE_MOVEL,22,9/7/13 11:27,5,13,0.132
FIBRA,35,10/5/14 11:27,4,73,0.021
FIBRA,15,4/21/14 11:27,0,34,0.012
TELEFONE_MOVEL,31,2/21/12 12:27,5,41,0.07
TELEFONE_MOVEL,47,5/19/15 11:27,1,53,0.003
TELEFONE_FIXO,33,9/6/10 11:27,3,46,0.029
FIBRA,37,3/6/15 12:27,2,53,0.011
4G,40,1/11/11 12:27,0,80,0.012
TELEFONE_FIXO,5,9/1/13 11:27,1,14,0.021
TELEFONE_FIXO,15,7/16/11 11:27,1,23,0.024
TELEFONE_MOVEL,43,7/6/14 11:27,1,85,0.004
FIBRA,7,1/5/13 12:27,0,106,0.007
4G,30,6/7/13 11:27,0,109,0.004
TELEFONE_FIXO,74,6/24/12 11:27,7,23,0.076
TELEFONE_MOVEL,18,8/31/15 11:27,3,96,0.002
TELEFONE_MOVEL,54,6/2/15 11:27,0,53,0.001
TELEFONE_MOVEL,63,11/6/13 12:27,1,77,0.007
4G,70,12/18/13 12:27,0,56,0.007
TELEFONE_MOVEL,30,1/27/13 12:27,0,87,0.004
TELEFONE_FIXO,67,7/13/13 11:27,0,44,0.003
TELEFONE_MOVEL,55,3/31/14 11:27,6,21,0.072
FIBRA,33,11/29/15 12:27,6,104,0.001
4G,69,11/20/12 12:27,0,47,0.012
4G,72,5/23/11 11:27,0,47,0.018
TELEFONE_MOVEL,6,12/27/14 12:27,3,11,0.044
TELEFONE_MOVEL,44,4/2/15 11:27,1,34,0.005
TELEFONE_MOVEL,42,6/11/12 11:27,7,40,0.089
TELEFONE_FIXO,15,6/18/13 11:27,0,85,0.002
TELEFONE_FIXO,23,7/23/12 11:27,0,22,0.01
4G,33,11/23/13 12:27,1,17,0.046
4G,31,8/3/10 11:27,0,12,0.085
TELEFONE_FIXO,4,3/1/13 12:27,1,101,0.003
4G,41,3/6/13 12:27,0,69,0.008
TELEFONE_MOVEL,32,2/11/15 12:27,0,101,0.001
4G,37,3/2/11 12:27,6,48,0.132
4G,78,11/24/15 12:27,0,22,0
TELEFONE_MOVEL,13,6/25/13 11:27,0,93,0.003
TELEFONE_FIXO,26,10/31/13 12:27,0,11,0.012
TELEFONE_MOVEL,63,6/20/15 11:27,0,96,0.001
FIBRA,30,12/14/12 12:27,5,100,0.045
TELEFONE_FIXO,7,6/30/10 11:27,0,16,0.022
4G,22,11/9/15 12:27,2,102,0.001
TELEFONE_MOVEL,28,4/14/11 11:27,3,40,0.059
4G,60,6/17/12 11:27,0,69,0.01
TELEFONE_FIXO,19,12/11/11 12:27,8,55,0.041
FIBRA,79,6/4/15 11:27,0,105,0.001
4G,37,8/16/11 11:27,0,110,0.007
TELEFONE_MOVEL,79,12/5/11 12:27,0,30,0.017
FIBRA,68,4/10/12 11:27,0,29,0.032
TELEFONE_MOVEL,9,3/8/14 12:27,1,48,0.009
TELEFONE_MOVEL,14,11/14/11 12:27,0,106,0.005
FIBRA,76,5/29/12 11:27,0,60,0.015
4G,70,2/20/12 12:27,0,63,0.011
TELEFONE_MOVEL,18,8/20/13 11:27,0,94,0.003
FIBRA,72,9/4/10 11:27,4,11,0.605
TELEFONE_FIXO,15,4/14/11 11:27,1,53,0.011
FIBRA,38,1/19/12 12:27,0,93,0.011
4G,23,9/19/15 11:27,0,29,0.002
4G,35,9/22/12 11:27,0,89,0.007
FIBRA,28,10/26/14 12:27,0,23,0.012
FIBRA,70,6/30/13 11:27,2,40,0.047
4G,7,12/31/11 12:27,0,83,0.009
TELEFONE_FIXO,54,12/22/11 12:27,3,88,0.011
TELEFONE_FIXO,21,8/16/12 11:27,1,105,0.004
4G,1,3/15/13 12:27,0,14,0.037
TELEFONE_MOVEL,23,8/12/15 11:27,0,24,0.002
TELEFONE_FIXO,32,7/28/12 11:27,0,49,0.004
4G,38,6/28/13 11:27,0,108,0.004
TELEFONE_MOVEL,32,3/20/14 12:27,1,21,0.021
4G,68,7/13/13 11:27,7,46,0.08
FIBRA,32,8/4/12 11:27,0,39,0.022
TELEFONE_FIXO,26,3/6/15 12:27,0,42,0.001
4G,62,6/20/14 11:27,2,68,0.012
TELEFONE_FIXO,20,4/6/13 11:27,0,38,0.004
4G,72,1/17/12 12:27,1,77,0.019
TELEFONE_FIXO,57,3/10/13 12:27,4,41,0.021
4G,68,10/29/10 11:27,0,99,0.01
4G,67,8/29/15 11:27,0,37,0.001
4G,20,10/16/13 11:27,1,20,0.041
TELEFONE_MOVEL,46,7/13/12 11:27,1,85,0.01
4G,23,1/11/11 12:27,8,47,0.178
FIBRA,19,10/4/12 11:27,0,90,0.009
TELEFONE_FIXO,8,1/18/14 12:27,9,26,0.046
TELEFONE_FIXO,28,8/25/12 11:27,0,35,0.006
TELEFONE_FIXO,77,10/19/14 11:27,2,84,0.003
TELEFONE_MOVEL,49,12/30/11 12:27,1,80,0.012
4G,15,1/21/13 12:27,3,63,0.035
4G,61,1/18/12 12:27,0,52,0.014
TELEFONE_MOVEL,64,4/29/12 11:27,9,75,0.061
4G,26,2/4/14 12:27,8,11,0.288
FIBRA,75,8/21/12 11:27,0,96,0.009
4G,3,6/8/12 11:27,8,81,0.074
TELEFONE_MOVEL,30,8/10/12 11:27,0,37,0.011
4G,22,8/5/13 11:27,1,31,0.029
TELEFONE_MOVEL,74,4/3/13 11:27,2,84,0.012
FIBRA,76,1/31/11 12:27,1,62,0.04
4G,49,7/24/10 11:27,8,11,0.835
TELEFONE_FIXO,59,4/2/15 11:27,1,34,0.003
4G,67,12/13/14 12:27,2,80,0.007
FIBRA,9,3/21/11 12:27,1,102,0.023
4G,36,6/11/13 11:27,6,17,0.196
TELEFONE_MOVEL,57,4/4/13 11:27,0,95,0.004
TELEFONE_MOVEL,30,5/29/13 11:27,1,30,0.021
TELEFONE_MOVEL,55,10/6/10 11:27,0,45,0.015
TELEFONE_FIXO,32,3/29/13 12:27,1,55,0.006
FIBRA,64,12/20/10 12:27,8,94,0.12
TELEFONE_FIXO,14,6/15/13 11:27,3,59,0.011
TELEFONE_MOVEL,65,1/3/13 12:27,2,42,0.027
FIBRA,21,3/16/15 12:27,0,65,0.003
4G,3,3/1/12 12:27,0,15,0.048
4G,4,4/30/15 11:27,2,49,0.007
4G,25,2/3/15 12:27,4,21,0.039
TELEFONE_MOVEL,11,11/3/10 12:27,0,25,0.026
4G,24,1/25/11 12:27,1,50,0.037
4G,42,8/7/10 11:27,0,107,0.009
TELEFONE_MOVEL,44,9/5/11 11:27,1,13,0.083
FIBRA,73,10/6/13 11:27,0,14,0.039
4G,65,5/4/13 11:27,2,97,0.015
FIBRA,51,5/12/13 11:27,6,62,0.074
FIBRA,0,4/11/11 11:27,2,108,0.033
4G,31,1/10/12 12:27,0,76,0.01
TELEFONE_MOVEL,54,2/19/12 12:27,9,19,0.254
4G,39,10/7/15 11:27,0,51,0.001
FIBRA,42,10/23/10 11:27,4,45,0.144
FIBRA,47,11/6/14 12:27,0,95,0.003
FIBRA,48,10/27/10 11:27,0,15,0.086
4G,64,3/18/15 12:27,3,78,0.007
TELEFONE_MOVEL,50,3/16/13 12:27,6,63,0.039
TELEFONE_MOVEL,6,10/29/14 12:27,6,66,0.015
FIBRA,71,11/18/13 12:27,2,64,0.024
TELEFONE_MOVEL,77,5/4/15 11:27,1,77,0.002
TELEFONE_MOVEL,32,3/5/15 12:27,1,87,0.002
TELEFONE_MOVEL,5,12/19/11 12:27,0,79,0.006
4G,64,3/15/13 12:27,0,23,0.023
TELEFONE_FIXO,69,6/21/14 11:27,0,98,0.001
TELEFONE_FIXO,59,5/11/13 11:27,0,104,0.002
4G,0,8/5/10 11:27,1,13,0.156
TELEFONE_MOVEL,9,3/17/11 12:27,2,95,0.019
FIBRA,63,10/21/13 11:27,1,93,0.012
4G,76,10/19/10 11:27,0,64,0.015
FIBRA,49,12/2/12 12:27,7,69,0.089
TELEFONE_MOVEL,8,9/20/12 11:27,3,58,0.028
TELEFONE_MOVEL,75,12/8/14 12:27,0,75,0.002
4G,11,6/22/15 11:27,0,28,0.003
4G,45,4/20/12 11:27,0,75,0.009
TELEFONE_FIXO,46,4/5/12 11:27,7,56,0.033
4G,37,7/4/12 11:27,2,86,0.023
TELEFONE_MOVEL,59,12/17/14 12:27,9,103,0.012
TELEFONE_FIXO,27,5/30/15 11:27,0,55,0.001
TELEFONE_MOVEL,77,6/11/12 11:27,2,21,0.063
TELEFONE_FIXO,54,7/31/13 11:27,4,31,0.024
TELEFONE_MOVEL,65,5/18/12 11:27,0,46,0.01
TELEFONE_MOVEL,56,3/8/15 12:27,8,51,0.017
TELEFONE_FIXO,76,10/20/10 11:27,3,18,0.072
FIBRA,15,9/21/15 11:27,3,36,0.006
TELEFONE_MOVEL,29,4/20/13 11:27,0,51,0.007
TELEFONE_FIXO,48,6/29/11 11:27,10,60,0.052
4G,56,7/12/14 11:27,0,68,0.004
TELEFONE_MOVEL,54,2/25/12 12:27,9,59,0.081
FIBRA,24,11/18/12 12:27,0,90,0.009
4G,67,5/9/15 11:27,0,105,0.001
TELEFONE_MOVEL,47,2/2/15 12:27,0,11,0.01
TELEFONE_MOVEL,25,8/5/15 11:27,1,68,0.001
4G,57,12/5/15 12:27,0,74,0
4G,77,10/1/11 11:27,0,66,0.012
TELEFONE_FIXO,30,9/2/13 11:27,2,35,0.012
4G,19,11/14/10 12:27,7,61,0.126
TELEFONE_MOVEL,54,4/4/12 11:27,0,66,0.007
TELEFONE_FIXO,33,8/10/13 11:27,0,37,0.004
TELEFONE_MOVEL,74,2/25/15 12:27,0,40,0.003
TELEFONE_MOVEL,21,7/2/15 11:27,0,61,0.001
4G,26,1/26/14 12:27,0,11,0.032
4G,63,11/22/12 12:27,5,99,0.035
TELEFONE_FIXO,35,12/21/10 12:27,0,102,0.003
FIBRA,7,1/19/13 12:27,2,78,0.028
FIBRA,60,12/5/12 12:27,1,60,0.025
TELEFONE_MOVEL,24,4/22/12 11:27,3,61,0.03
4G,27,4/7/15 11:27,0,82,0.002
TELEFONE_FIXO,23,3/18/13 12:27,0,38,0.005
TELEFONE_MOVEL,73,10/8/11 11:27,0,92,0.006
4G,41,11/28/11 12:27,0,93,0.008
4G,62,11/27/12 12:27,2,46,0.038
4G,78,5/7/13 11:27,3,42,0.047
TELEFONE_FIXO,20,7/19/14 11:27,0,14,0.006
4G,6,12/15/11 12:27,0,67,0.011
FIBRA,5,10/1/10 11:27,0,68,0.019
FIBRA,51,8/30/11 11:27,0,19,0.057
FIBRA,29,5/7/15 11:27,0,81,0.002
TELEFONE_MOVEL,13,1/25/15 12:27,2,82,0.004
TELEFONE_MOVEL,63,6/28/11 11:27,0,59,0.01
FIBRA,53,1/25/12 12:27,1,41,0.048
4G,72,8/14/11 11:27,2,47,0.052
TELEFONE_MOVEL,5,8/6/12 11:27,0,75,0.006
FIBRA,67,4/17/11 11:27,9,79,0.149
4G,3,4/13/14 11:27,0,96,0.003
4G,4,8/3/15 11:27,4,90,0.004
4G,45,10/26/10 11:27,0,72,0.014
4G,34,8/16/11 11:27,2,15,0.164
TELEFONE_FIXO,39,8/20/14 11:27,1,65,0.003
TELEFONE_MOVEL,67,9/13/13 11:27,4,51,0.028
FIBRA,55,1/3/13 12:27,0,14,0.053
TELEFONE_FIXO,61,7/6/14 11:27,0,22,0.004
FIBRA,48,3/28/15 12:27,3,70,0.01
4G,14,5/10/12 11:27,0,53,0.013
TELEFONE_FIXO,41,11/28/10 12:27,0,106,0.003
FIBRA,42,5/15/11 11:27,0,20,0.058
TELEFONE_MOVEL,33,2/8/12 12:27,0,109,0.004
TELEFONE_MOVEL,55,2/2/14 12:27,0,36,0.007
4G,22,7/11/15 11:27,0,71,0.001
TELEFONE_MOVEL,4,11/9/12 12:27,0,59,0.007
